Kp,R,Dst,ap,F107,RSF
2,62,-18,7,100,No
2,62,-21,7,100,No
2,62,-20,7,100,No
1,62,-15,4,100,No
1,62,-9,4,100,No
1,62,-6,4,100,No
1.3,62,-5,5,100,No
1.3,62,-5,5,100,No
1.3,62,-9,5,100,No
1.3,62,-8,5,100,No
1.3,62,-6,5,100,No
1.3,62,-5,5,100,No
1.7,59,-2,6,101.4,No
1.7,59,-1,6,101.4,No
1.7,59,-5,6,101.4,No
2.3,59,-7,9,101.4,No
2.3,59,-9,9,101.4,No
2.3,59,-7,9,101.4,No
3,59,-5,15,101.4,No
3,59,-11,15,101.4,No
3,59,-6,15,101.4,No
1.7,59,0,6,101.4,No
1.7,59,-1,6,101.4,No
1.7,59,-5,6,101.4,No
2.7,59,-10,12,101.4,No
2.7,59,-20,12,101.4,No
2.7,59,-22,12,101.4,No
2,59,-16,7,101.4,No
2,59,-9,7,101.4,No
2,59,-8,7,101.4,No
1,59,-6,4,101.4,No
1,59,-7,4,101.4,No
1,59,-11,4,101.4,No
1.3,59,-11,5,101.4,No
1.3,59,-11,5,101.4,No
1.3,59,-10,5,101.4,No
1.7,61,-10,6,104.8,No
1.7,61,-9,6,104.8,No
1.7,61,-8,6,104.8,No
1.7,61,-9,6,104.8,No
1.7,61,-6,6,104.8,No
1.7,61,-4,6,104.8,No
1,61,-2,4,104.8,No
1,61,-4,4,104.8,No
1,61,-3,4,104.8,No
0.7,61,-2,3,104.8,No
0.7,61,-5,3,104.8,No
0.7,61,-11,3,104.8,No
0,61,-12,0,104.8,No
0,61,-12,0,104.8,No
0,61,-10,0,104.8,No
0,61,-9,0,104.8,No
0,61,-7,0,104.8,No
0,61,-6,0,104.8,No
1,61,-6,4,104.8,No
1,61,-7,4,104.8,No
1,61,-5,4,104.8,No
0.3,61,-4,2,104.8,No
0.3,61,-2,2,104.8,No
0.3,61,-1,2,104.8,No
1.7,48,-1,6,103.2,No
1.7,48,0,6,103.2,No
1.7,48,5,6,103.2,No
1.7,48,6,6,103.2,No
1.7,48,4,6,103.2,No
1.7,48,1,6,103.2,No
1.3,48,-5,5,103.2,No
1.3,48,-5,5,103.2,No
1.3,48,-4,5,103.2,No
0.7,48,-5,3,103.2,No
0.7,48,-2,3,103.2,No
0.7,48,-2,3,103.2,No
0.3,48,-6,2,103.2,No
0.3,48,-8,2,103.2,No
0.3,48,-6,2,103.2,No
0.7,48,-3,3,103.2,No
0.7,48,-1,3,103.2,No
0.7,48,-1,3,103.2,No
2,48,-3,7,103.2,No
2,48,-4,7,103.2,No
2,48,-5,7,103.2,No
1,48,-6,4,103.2,No
1,48,-10,4,103.2,No
1,48,-12,4,103.2,No
1.3,56,-13,5,102.5,No
1.3,56,-15,5,102.5,No
1.3,56,-14,5,102.5,No
1.7,56,-14,6,102.5,No
1.7,56,-15,6,102.5,No
1.7,56,-13,6,102.5,No
0.7,56,-8,3,102.5,No
0.7,56,-3,3,102.5,No
0.7,56,-1,3,102.5,No
0.3,56,0,2,102.5,No
0.3,56,0,2,102.5,No
0.3,56,0,2,102.5,No
0.7,56,0,3,102.5,No
0.7,56,3,3,102.5,No
0.7,56,6,3,102.5,No
1,56,6,4,102.5,No
1,56,9,4,102.5,No
1,56,15,4,102.5,No
2,56,18,7,102.5,No
2,56,14,7,102.5,No
2,56,1,7,102.5,No
2,56,-5,7,102.5,No
2,56,-8,7,102.5,No
2,56,-9,7,102.5,No
1,64,-11,4,99.2,No
1,64,-11,4,99.2,No
1,64,-10,4,99.2,No
0.3,64,-8,2,99.2,No
0.3,64,-6,2,99.2,No
0.3,64,-4,2,99.2,No
0,64,-2,0,99.2,No
0,64,1,0,99.2,No
0,64,0,0,99.2,No
0.7,64,-3,3,99.2,No
0.7,64,-8,3,99.2,No
0.7,64,-4,3,99.2,No
1.3,64,-1,5,99.2,No
1.3,64,-2,5,99.2,No
1.3,64,1,5,99.2,No
1.7,64,3,6,99.2,No
1.7,64,2,6,99.2,No
1.7,64,-6,6,99.2,No
1.7,64,-9,6,99.2,No
1.7,64,-7,6,99.2,No
1.7,64,-2,6,99.2,No
2.7,64,0,12,99.2,No
2.7,64,-4,12,99.2,No
2.7,64,-8,12,99.2,No
2.7,38,-11,12,97.8,No
2.7,38,-7,12,97.8,No
2.7,38,-8,12,97.8,No
3,38,-10,15,97.8,No
3,38,-4,15,97.8,No
3,38,-1,15,97.8,No
1.3,38,1,5,97.8,No
1.3,38,2,5,97.8,No
1.3,38,2,5,97.8,No
1.7,38,3,6,97.8,No
1.7,38,4,6,97.8,No
1.7,38,3,6,97.8,No
1,38,4,4,97.8,No
1,38,1,4,97.8,No
1,38,2,4,97.8,No
1.3,38,-2,5,97.8,No
1.3,38,0,5,97.8,No
1.3,38,3,5,97.8,No
3.3,38,3,18,97.8,No
3.3,38,-3,18,97.8,No
3.3,38,-11,18,97.8,No
4.3,38,-7,32,97.8,No
4.3,38,-7,32,97.8,No
4.3,38,-15,32,97.8,No
4,35,-22,27,97,No
4,35,-22,27,97,No
4,35,-19,27,97,No
3.7,35,-17,22,97,No
3.7,35,-21,22,97,No
3.7,35,-29,22,97,No
3.3,35,-33,18,97,No
3.3,35,-37,18,97,No
3.3,35,-30,18,97,No
3,35,-24,15,97,No
3,35,-27,15,97,No
3,35,-24,15,97,No
2.7,35,-27,12,97,No
2.7,35,-25,12,97,No
2.7,35,-26,12,97,No
2,35,-22,7,97,No
2,35,-19,7,97,No
2,35,-16,7,97,No
2.3,35,-11,9,97,No
2.3,35,-16,9,97,No
2.3,35,-17,9,97,No
2,35,-18,7,97,No
2,35,-18,7,97,No
2,35,-21,7,97,No
0,45,-21,0,97.7,No
0,45,-19,0,97.7,No
0,45,-17,0,97.7,No
1,45,-13,4,97.7,No
1,45,-11,4,97.7,No
1,45,-12,4,97.7,No
1,45,-9,4,97.7,No
1,45,-6,4,97.7,No
1,45,-6,4,97.7,No
1,45,-5,4,97.7,No
1,45,0,4,97.7,No
1,45,0,4,97.7,No
0.7,45,-3,3,97.7,No
0.7,45,-4,3,97.7,No
0.7,45,-6,3,97.7,No
1.3,45,-5,5,97.7,No
1.3,45,-4,5,97.7,No
1.3,45,-4,5,97.7,No
2,45,-7,7,97.7,No
2,45,-7,7,97.7,No
2,45,-11,7,97.7,No
1.3,45,-17,5,97.7,No
1.3,45,-17,5,97.7,No
1.3,45,-18,5,97.7,No
0.7,40,-17,3,100.8,No
0.7,40,-15,3,100.8,No
0.7,40,-12,3,100.8,No
0,40,-10,0,100.8,No
0,40,-8,0,100.8,No
0,40,-5,0,100.8,No
0,40,-2,0,100.8,No
0,40,1,0,100.8,No
0,40,3,0,100.8,No
0.7,40,1,3,100.8,No
0.7,40,-2,3,100.8,No
0.7,40,-5,3,100.8,No
2.3,40,2,9,100.8,No
2.3,40,7,9,100.8,No
2.3,40,11,9,100.8,No
4,40,14,27,100.8,No
4,40,2,27,100.8,No
4,40,-14,27,100.8,No
3.3,40,-21,18,100.8,No
3.3,40,-17,18,100.8,No
3.3,40,-18,18,100.8,No
1,40,-18,4,100.8,No
1,40,-19,4,100.8,No
1,40,-16,4,100.8,No
0.3,72,-12,2,103.1,No
0.3,72,-10,2,103.1,No
0.3,72,-10,2,103.1,No
1.7,72,-10,6,103.1,No
1.7,72,-11,6,103.1,No
1.7,72,-14,6,103.1,No
1.7,72,-11,6,103.1,No
1.7,72,-5,6,103.1,No
1.7,72,-6,6,103.1,No
2,72,-7,7,103.1,No
2,72,-9,7,103.1,No
2,72,-12,7,103.1,No
2.7,72,-14,12,103.1,No
2.7,72,-19,12,103.1,No
2.7,72,-21,12,103.1,No
3.3,72,-19,18,103.1,No
3.3,72,-22,18,103.1,No
3.3,72,-29,18,103.1,No
3,72,-36,15,103.1,No
3,72,-37,15,103.1,No
3,72,-40,15,103.1,No
2,72,-40,7,103.1,No
2,72,-36,7,103.1,No
2,72,-32,7,103.1,No
0.3,109,-30,2,102.3,No
0.3,109,-27,2,102.3,No
0.3,109,-24,2,102.3,No
0,109,-21,0,102.3,No
0,109,-19,0,102.3,No
0,109,-15,0,102.3,No
0,109,-13,0,102.3,No
0,109,-11,0,102.3,No
0,109,-11,0,102.3,No
0.3,109,-12,2,102.3,No
0.3,109,-12,2,102.3,No
0.3,109,-9,2,102.3,No
0.7,109,-8,3,102.3,No
0.7,109,-12,3,102.3,No
0.7,109,-14,3,102.3,No
0.7,109,-12,3,102.3,No
0.7,109,-11,3,102.3,No
0.7,109,-11,3,102.3,No
1,109,-11,4,102.3,No
1,109,-10,4,102.3,No
1,109,-13,4,102.3,No
3.3,109,-22,18,102.3,No
3.3,109,-31,18,102.3,No
3.3,109,-28,18,102.3,No
0.3,114,-24,2,109.9,No
0.3,114,-21,2,109.9,No
0.3,114,-20,2,109.9,No
1.3,114,-20,5,109.9,No
1.3,114,-17,5,109.9,No
1.3,114,-10,5,109.9,No
1.3,114,-5,5,109.9,No
1.3,114,-5,5,109.9,No
1.3,114,-3,5,109.9,No
1.7,114,-5,6,109.9,No
1.7,114,-11,6,109.9,No
1.7,114,-14,6,109.9,No
2,114,-13,7,109.9,No
2,114,-11,7,109.9,No
2,114,-12,7,109.9,No
2.3,114,-14,9,109.9,No
2.3,114,-16,9,109.9,No
2.3,114,-14,9,109.9,No
2,114,-17,7,109.9,No
2,114,-18,7,109.9,No
2,114,-14,7,109.9,No
1.7,114,-11,6,109.9,No
1.7,114,-13,6,109.9,No
1.7,114,-14,6,109.9,No
1.3,107,-14,5,111,No
1.3,107,-11,5,111,No
1.3,107,-7,5,111,No
1.3,107,-5,5,111,No
1.3,107,-4,5,111,No
1.3,107,-4,5,111,No
1.7,107,-3,6,111,No
1.7,107,0,6,111,No
1.7,107,3,6,111,No
3,107,-1,15,111,No
3,107,-9,15,111,No
3,107,-19,15,111,No
2.3,107,-23,9,111,No
2.3,107,-23,9,111,No
2.3,107,-23,9,111,No
2,107,-15,7,111,No
2,107,-13,7,111,No
2,107,-13,7,111,No
2,107,-14,7,111,No
2,107,-14,7,111,No
2,107,-14,7,111,No
1,107,-10,4,111,No
1,107,-9,4,111,No
1,107,-11,4,111,No
3,78,-14,15,106.2,No
3,78,-12,15,106.2,No
3,78,-17,15,106.2,No
2.3,78,-17,9,106.2,No
2.3,78,-12,9,106.2,No
2.3,78,-8,9,106.2,No
2.3,78,-4,9,106.2,No
2.3,78,2,9,106.2,No
2.3,78,6,9,106.2,No
0.7,78,7,3,106.2,No
0.7,78,7,3,106.2,No
0.7,78,4,3,106.2,No
0.7,78,3,3,106.2,No
0.7,78,1,3,106.2,No
0.7,78,-1,3,106.2,No
1.3,78,-4,5,106.2,No
1.3,78,-9,5,106.2,No
1.3,78,-11,5,106.2,No
1.7,78,-11,6,106.2,No
1.7,78,-9,6,106.2,No
1.7,78,-10,6,106.2,No
2,78,-20,7,106.2,No
2,78,-24,7,106.2,No
2,78,-24,7,106.2,No
2.3,67,-23,9,104.7,No
2.3,67,-23,9,104.7,No
2.3,67,-22,9,104.7,No
2.7,67,-22,12,104.7,No
2.7,67,-16,12,104.7,No
2.7,67,-12,12,104.7,No
1.7,67,-12,6,104.7,No
1.7,67,-13,6,104.7,No
1.7,67,-11,6,104.7,No
2,67,-11,7,104.7,No
2,67,-7,7,104.7,No
2,67,-5,7,104.7,No
3,67,-9,15,104.7,No
3,67,-14,15,104.7,No
3,67,-19,15,104.7,No
2,67,-22,7,104.7,No
2,67,-24,7,104.7,No
2,67,-25,7,104.7,No
2.3,67,-24,9,104.7,No
2.3,67,-20,9,104.7,No
2.3,67,-19,9,104.7,No
3.3,67,-19,18,104.7,No
3.3,67,-23,18,104.7,No
3.3,67,-28,18,104.7,No
3,50,-31,15,97.5,No
3,50,-32,15,97.5,No
3,50,-31,15,97.5,No
1.3,50,-30,5,97.5,No
1.3,50,-25,5,97.5,No
1.3,50,-20,5,97.5,No
0.3,50,-16,2,97.5,No
0.3,50,-13,2,97.5,No
0.3,50,-11,2,97.5,No
2,50,-10,7,97.5,No
2,50,-9,7,97.5,No
2,50,-12,7,97.5,No
2.3,50,-12,9,97.5,No
2.3,50,-8,9,97.5,No
2.3,50,-8,9,97.5,No
1,50,-8,4,97.5,No
1,50,-12,4,97.5,No
1,50,-16,4,97.5,No
2.3,50,-18,9,97.5,No
2.3,50,-20,9,97.5,No
2.3,50,-20,9,97.5,No
2.3,50,-20,9,97.5,No
2.3,50,-21,9,97.5,No
2.3,50,-24,9,97.5,No
0.7,30,-23,3,93,No
0.7,30,-22,3,93,No
0.7,30,-20,3,93,No
1.7,30,-20,6,93,No
1.7,30,-19,6,93,No
1.7,30,-18,6,93,No
0.7,30,-16,3,93,No
0.7,30,-13,3,93,No
0.7,30,-13,3,93,No
1,30,-9,4,93,No
1,30,-7,4,93,No
1,30,-5,4,93,No
0.3,30,-5,2,93,No
0.3,30,-5,2,93,No
0.3,30,-7,2,93,No
1,30,-7,4,93,No
1,30,-8,4,93,No
1,30,-12,4,93,No
0.3,30,-12,2,93,No
0.3,30,-12,2,93,No
0.3,30,-13,2,93,No
0.7,30,-13,3,93,No
0.7,30,-10,3,93,No
0.7,30,-9,3,93,No
0,51,-7,0,93.5,No
0,51,-5,0,93.5,No
0,51,-4,0,93.5,No
0,51,-4,0,93.5,No
0,51,0,0,93.5,No
0,51,3,0,93.5,No
0.3,51,5,2,93.5,No
0.3,51,8,2,93.5,No
0.3,51,8,2,93.5,No
0.7,51,11,3,93.5,No
0.7,51,15,3,93.5,No
0.7,51,19,3,93.5,No
1,51,22,4,93.5,No
1,51,19,4,93.5,No
1,51,15,4,93.5,No
1.3,51,13,5,93.5,No
1.3,51,10,5,93.5,No
1.3,51,10,5,93.5,No
1,51,16,4,93.5,No
1,51,16,4,93.5,No
1,51,14,4,93.5,No
1.7,51,11,6,93.5,No
1.7,51,7,6,93.5,No
1.7,51,3,6,93.5,No
1,53,3,4,96.8,No
1,53,3,4,96.8,No
1,53,4,4,96.8,No
1.7,53,7,6,96.8,No
1.7,53,8,6,96.8,No
1.7,53,11,6,96.8,No
1,53,8,4,96.8,No
1,53,5,4,96.8,No
1,53,2,4,96.8,No
1.7,53,4,6,96.8,No
1.7,53,12,6,96.8,No
1.7,53,14,6,96.8,No
1.3,53,7,5,96.8,No
1.3,53,2,5,96.8,No
1.3,53,-3,5,96.8,No
1,53,-6,4,96.8,No
1,53,-8,4,96.8,No
1,53,-13,4,96.8,No
2,53,-15,7,96.8,No
2,53,-16,7,96.8,No
2,53,-14,7,96.8,No
1,53,-15,4,96.8,No
1,53,-16,4,96.8,No
1,53,-14,4,96.8,No
1,58,-7,4,100,No
1,58,0,4,100,No
1,58,0,4,100,No
1.3,58,1,5,100,No
1.3,58,1,5,100,No
1.3,58,1,5,100,No
1.7,58,2,6,100,No
1.7,58,5,6,100,No
1.7,58,8,6,100,No
0.7,58,7,3,100,No
0.7,58,11,3,100,No
0.7,58,12,3,100,No
1.3,58,9,5,100,No
1.3,58,9,5,100,No
1.3,58,6,5,100,No
0.7,58,5,3,100,No
0.7,58,6,3,100,No
0.7,58,4,3,100,No
0,58,1,0,100,No
0,58,2,0,100,No
0,58,3,0,100,No
0.7,58,2,3,100,No
0.7,58,1,3,100,No
0.7,58,2,3,100,No
1.7,70,0,6,103.6,No
1.7,70,3,6,103.6,No
1.7,70,7,6,103.6,No
1,70,9,4,103.6,No
1,70,9,4,103.6,No
1,70,12,4,103.6,No
1.7,70,11,6,103.6,No
1.7,70,8,6,103.6,No
1.7,70,2,6,103.6,No
1,70,3,4,103.6,No
1,70,2,4,103.6,No
1,70,2,4,103.6,No
1.7,70,4,6,103.6,No
1.7,70,2,6,103.6,No
1.7,70,-4,6,103.6,No
0.7,70,-1,3,103.6,No
0.7,70,2,3,103.6,No
0.7,70,5,3,103.6,No
1.7,70,7,6,103.6,No
1.7,70,4,6,103.6,No
1.7,70,1,6,103.6,No
4,70,-6,27,103.6,No
4,70,-6,27,103.6,No
4,70,-18,27,103.6,No
4.7,77,-24,39,110.6,No
4.7,77,-27,39,110.6,No
4.7,77,-22,39,110.6,No
3.7,77,-25,22,110.6,No
3.7,77,-22,22,110.6,No
3.7,77,-17,22,110.6,No
4.7,77,-15,39,110.6,No
4.7,77,-12,39,110.6,No
4.7,77,-14,39,110.6,No
5,77,-37,48,110.6,No
5,77,-55,48,110.6,No
5,77,-40,48,110.6,No
4.3,77,-30,32,110.6,No
4.3,77,-28,32,110.6,No
4.3,77,-38,32,110.6,No
4.3,77,-46,32,110.6,No
4.3,77,-48,32,110.6,No
4.3,77,-51,32,110.6,No
4,77,-41,27,110.6,No
4,77,-37,27,110.6,No
4,77,-40,27,110.6,No
4.3,77,-44,32,110.6,No
4.3,77,-51,32,110.6,No
4.3,77,-52,32,110.6,No
4,96,-44,27,109.1,No
4,96,-37,27,109.1,No
4,96,-38,27,109.1,No
3.3,96,-37,18,109.1,No
3.3,96,-33,18,109.1,No
3.3,96,-28,18,109.1,No
2.7,96,-25,12,109.1,No
2.7,96,-25,12,109.1,No
2.7,96,-27,12,109.1,No
1.3,96,-20,5,109.1,No
1.3,96,-16,5,109.1,No
1.3,96,-16,5,109.1,No
2,96,-22,7,109.1,No
2,96,-27,7,109.1,No
2,96,-28,7,109.1,No
2.7,96,-24,12,109.1,No
2.7,96,-21,12,109.1,No
2.7,96,-25,12,109.1,No
3,96,-27,15,109.1,No
3,96,-23,15,109.1,No
3,96,-22,15,109.1,No
3.3,96,-22,18,109.1,No
3.3,96,-27,18,109.1,No
3.3,96,-30,18,109.1,No
2.7,92,-27,12,110.1,No
2.7,92,-26,12,110.1,No
2.7,92,-30,12,110.1,No
3,92,-31,15,110.1,No
3,92,-28,15,110.1,No
3,92,-20,15,110.1,No
2.3,92,-19,9,110.1,No
2.3,92,-25,9,110.1,No
2.3,92,-26,9,110.1,No
1.7,92,-23,6,110.1,No
1.7,92,-17,6,110.1,No
1.7,92,-11,6,110.1,No
1.7,92,-10,6,110.1,No
1.7,92,-12,6,110.1,No
1.7,92,-15,6,110.1,No
1.7,92,-15,6,110.1,No
1.7,92,-16,6,110.1,No
1.7,92,-18,6,110.1,No
2,92,-18,7,110.1,No
2,92,-18,7,110.1,No
2,92,-21,7,110.1,No
2.3,92,-24,9,110.1,No
2.3,92,-25,9,110.1,No
2.3,92,-26,9,110.1,No
2.3,88,-29,9,112.4,No
2.3,88,-34,9,112.4,No
2.3,88,-35,9,112.4,No
0.7,88,-32,3,112.4,No
0.7,88,-25,3,112.4,No
0.7,88,-20,3,112.4,No
1.3,88,-18,5,112.4,No
1.3,88,-16,5,112.4,No
1.3,88,-13,5,112.4,No
1.3,88,-11,5,112.4,No
1.3,88,-13,5,112.4,No
1.3,88,-14,5,112.4,No
1.7,88,-11,6,112.4,No
1.7,88,-9,6,112.4,No
1.7,88,-8,6,112.4,No
0.3,88,-8,2,112.4,No
0.3,88,-9,2,112.4,No
0.3,88,-10,2,112.4,No
0.3,88,-11,2,112.4,No
0.3,88,-11,2,112.4,No
0.3,88,-13,2,112.4,No
0.7,88,-17,3,112.4,No
0.7,88,-19,3,112.4,No
0.7,88,-19,3,112.4,No
2.7,83,-19,12,116.6,No
2.7,83,-16,12,116.6,No
2.7,83,-16,12,116.6,No
0.3,83,-18,2,116.6,No
0.3,83,-15,2,116.6,No
0.3,83,-13,2,116.6,No
0.3,83,-9,2,116.6,No
0.3,83,-9,2,116.6,No
0.3,83,-6,2,116.6,No
0.3,83,0,2,116.6,No
0.3,83,2,2,116.6,No
0.3,83,0,2,116.6,No
0.7,83,-3,3,116.6,Yes
0.7,83,-5,3,116.6,Yes
0.7,83,-6,3,116.6,Yes
0.7,83,-6,3,116.6,Yes
0.7,83,-8,3,116.6,Yes
0.7,83,-8,3,116.6,Yes
1,83,-7,4,116.6,Yes
1,83,-5,4,116.6,Yes
1,83,-2,4,116.6,No
0.7,83,-1,3,116.6,Yes
0.7,83,-5,3,116.6,No
0.7,83,-12,3,116.6,No
1.3,77,-17,5,112.6,No
1.3,77,-17,5,112.6,No
1.3,77,-19,5,112.6,No
2.3,77,-16,9,112.6,No
2.3,77,-11,9,112.6,No
2.3,77,-8,9,112.6,No
0.3,77,-4,2,112.6,No
0.3,77,-4,2,112.6,No
0.3,77,-2,2,112.6,No
0.3,77,0,2,112.6,No
0.3,77,4,2,112.6,No
0.3,77,7,2,112.6,No
0.3,77,6,2,112.6,No
0.3,77,4,2,112.6,No
0.3,77,2,2,112.6,No
0,77,0,0,112.6,No
0,77,0,0,112.6,No
0,77,2,0,112.6,No
0.3,77,8,2,112.6,No
0.3,77,8,2,112.6,No
0.3,77,6,2,112.6,No
0.3,77,2,2,112.6,No
0.3,77,2,2,112.6,No
0.3,77,5,2,112.6,No
0.3,66,-2,2,112.1,No
0.3,66,1,2,112.1,No
0.3,66,-1,2,112.1,No
0.7,66,3,3,112.1,No
0.7,66,7,3,112.1,No
0.7,66,7,3,112.1,No
1,66,8,4,112.1,No
1,66,6,4,112.1,No
1,66,6,4,112.1,No
1,66,7,4,112.1,No
1,66,5,4,112.1,No
1,66,1,4,112.1,No
1,66,3,4,112.1,No
1,66,4,4,112.1,Yes
1,66,4,4,112.1,Yes
0,66,2,0,112.1,Yes
0,66,0,0,112.1,Yes
0,66,-2,0,112.1,No
0,66,-1,0,112.1,No
0,66,-1,0,112.1,No
0,66,0,0,112.1,No
0.3,66,1,2,112.1,No
0.3,66,2,2,112.1,No
0.3,66,4,2,112.1,Yes
0,73,4,0,113.3,No
0,73,3,0,113.3,No
0,73,2,0,113.3,No
0,73,2,0,113.3,No
0,73,2,0,113.3,No
0,73,5,0,113.3,No
0.3,73,8,2,113.3,No
0.3,73,8,2,113.3,No
0.3,73,7,2,113.3,No
0.3,73,7,2,113.3,No
0.3,73,6,2,113.3,No
0.3,73,4,2,113.3,No
0.7,73,2,3,113.3,Yes
0.7,73,2,3,113.3,Yes
0.7,73,0,3,113.3,Yes
0.7,73,1,3,113.3,Yes
0.7,73,3,3,113.3,Yes
0.7,73,3,3,113.3,Yes
1.3,73,4,5,113.3,Yes
1.3,73,2,5,113.3,Yes
1.3,73,-1,5,113.3,No
0.7,73,-1,3,113.3,Yes
0.7,73,3,3,113.3,Yes
0.7,73,5,3,113.3,No
2.3,81,2,9,114.6,No
2.3,81,0,9,114.6,No
2.3,81,2,9,114.6,No
2,81,2,7,114.6,No
2,81,2,7,114.6,No
2,81,3,7,114.6,No
1.3,81,0,5,114.6,No
1.3,81,0,5,114.6,No
1.3,81,0,5,114.6,No
1.7,81,2,6,114.6,No
1.7,81,0,6,114.6,No
1.7,81,-1,6,114.6,Yes
2,81,2,7,114.6,No
2,81,6,7,114.6,Yes
2,81,3,7,114.6,Yes
1.3,81,3,5,114.6,No
1.3,81,4,5,114.6,No
1.3,81,2,5,114.6,No
1.7,81,1,6,114.6,Yes
1.7,81,8,6,114.6,Yes
1.7,81,10,6,114.6,No
0.3,81,4,2,114.6,No
0.3,81,2,2,114.6,No
0.3,81,5,2,114.6,No
1,100,9,4,117.7,No
1,100,11,4,117.7,No
1,100,10,4,117.7,No
0,100,10,0,117.7,No
0,100,12,0,117.7,No
0,100,12,0,117.7,No
0.7,100,10,3,117.7,No
0.7,100,7,3,117.7,No
0.7,100,7,3,117.7,No
0.3,100,9,2,117.7,No
0.3,100,12,2,117.7,No
0.3,100,13,2,117.7,No
0.3,100,13,2,117.7,Yes
0.3,100,12,2,117.7,Yes
0.3,100,10,2,117.7,Yes
1,100,7,4,117.7,Yes
1,100,7,4,117.7,Yes
1,100,9,4,117.7,Yes
1,100,11,4,117.7,Yes
1,100,11,4,117.7,Yes
1,100,10,4,117.7,No
2,100,2,7,117.7,No
2,100,-5,7,117.7,No
2,100,-6,7,117.7,No
3,101,-2,15,118.2,No
3,101,-2,15,118.2,No
3,101,-1,15,118.2,No
2.3,101,2,9,118.2,No
2.3,101,5,9,118.2,No
2.3,101,8,9,118.2,No
1.3,101,5,5,118.2,No
1.3,101,-3,5,118.2,No
1.3,101,-3,5,118.2,No
0.3,101,1,2,118.2,No
0.3,101,3,2,118.2,No
0.3,101,6,2,118.2,No
0.7,101,8,3,118.2,Yes
0.7,101,9,3,118.2,Yes
0.7,101,10,3,118.2,No
0.3,101,6,2,118.2,Yes
0.3,101,4,2,118.2,Yes
0.3,101,2,2,118.2,Yes
0.3,101,0,2,118.2,Yes
0.3,101,2,2,118.2,Yes
0.3,101,4,2,118.2,Yes
0.3,101,7,2,118.2,Yes
0.3,101,9,2,118.2,Yes
0.3,101,10,2,118.2,No
1.3,115,9,5,121.5,No
1.3,115,5,5,121.5,No
1.3,115,3,5,121.5,No
1,115,7,4,121.5,No
1,115,8,4,121.5,No
1,115,9,4,121.5,No
1.3,115,10,5,121.5,No
1.3,115,7,5,121.5,No
1.3,115,8,5,121.5,No
1,115,15,4,121.5,No
1,115,20,4,121.5,No
1,115,22,4,121.5,Yes
2.3,115,22,9,121.5,Yes
2.3,115,20,9,121.5,Yes
2.3,115,15,9,121.5,Yes
1.3,115,10,5,121.5,Yes
1.3,115,5,5,121.5,Yes
1.3,115,-2,5,121.5,Yes
2,115,0,7,121.5,Yes
2,115,9,7,121.5,Yes
2,115,9,7,121.5,Yes
1,115,6,4,121.5,No
1,115,2,4,121.5,No
1,115,1,4,121.5,No
2,110,0,7,121.5,No
2,110,-3,7,121.5,No
2,110,-5,7,121.5,No
0.7,110,-2,3,121.5,No
0.7,110,1,3,121.5,No
0.7,110,1,3,121.5,No
1,110,1,4,121.5,No
1,110,0,4,121.5,No
1,110,-1,4,121.5,No
0.7,110,2,3,121.5,No
0.7,110,6,3,121.5,No
0.7,110,9,3,121.5,No
0.3,110,9,2,121.5,Yes
0.3,110,11,2,121.5,Yes
0.3,110,11,2,121.5,Yes
0.3,110,10,2,121.5,Yes
0.3,110,9,2,121.5,Yes
0.3,110,7,2,121.5,Yes
0.7,110,6,3,121.5,Yes
0.7,110,8,3,121.5,Yes
0.7,110,9,3,121.5,Yes
0.7,110,9,3,121.5,No
0.7,110,8,3,121.5,No
0.7,110,7,3,121.5,No
0,123,8,0,121.5,No
0,123,9,0,121.5,No
0,123,11,0,121.5,No
0.7,123,11,3,121.5,No
0.7,123,7,3,121.5,No
0.7,123,6,3,121.5,No
0,123,7,0,121.5,No
0,123,6,0,121.5,No
0,123,6,0,121.5,No
1.3,123,9,5,121.5,No
1.3,123,10,5,121.5,No
1.3,123,14,5,121.5,No
2.7,123,15,12,121.5,No
2.7,123,19,12,121.5,No
2.7,123,18,12,121.5,No
1.7,123,17,6,121.5,No
1.7,123,10,6,121.5,No
1.7,123,7,6,121.5,No
0.7,123,4,3,121.5,No
0.7,123,6,3,121.5,No
0.7,123,5,3,121.5,No
0.7,123,6,3,121.5,No
0.7,123,5,3,121.5,No
0.7,123,1,3,121.5,No
0.7,111,1,3,121.8,No
0.7,111,1,3,121.8,No
0.7,111,3,3,121.8,No
3.3,111,2,18,121.8,No
3.3,111,1,18,121.8,No
3.3,111,12,18,121.8,No
2.3,111,7,9,121.8,No
2.3,111,-6,9,121.8,No
2.3,111,-5,9,121.8,No
1.7,111,2,6,121.8,No
1.7,111,3,6,121.8,No
1.7,111,3,6,121.8,No
1,111,1,4,121.8,No
1,111,3,4,121.8,No
1,111,3,4,121.8,No
0.3,111,3,2,121.8,No
0.3,111,3,2,121.8,No
0.3,111,1,2,121.8,No
0.3,111,0,2,121.8,No
0.3,111,1,2,121.8,No
0.3,111,-1,2,121.8,No
1,111,-2,4,121.8,No
1,111,-2,4,121.8,No
1,111,-3,4,121.8,No
3.3,110,-4,18,124.8,No
3.3,110,-9,18,124.8,No
3.3,110,-11,18,124.8,No
3.7,110,-19,22,124.8,No
3.7,110,-19,22,124.8,No
3.7,110,-22,22,124.8,No
